DB Version,Assembly Accession,Chromosome/Plasmid Name,Chromosome/Plasmid Xref,PGD Gene ID,Locus Tag,Feature Type,Start,End,Strand,Gene Name,Gene synonyns,Product Name,Product Name Confidence Class,Product Synonyms,RefSeq Accession,Length (nucleotides),Length (amino acids),Molecular Weight (predicted),Isoelectric Point (predicted),Subcellular Localization [Confidence Class]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821360,PP_0127,CDS,132578,133210,+,dsbA,,thiol:disulfide interchange protein,,,NP_742297.1 ; NP_742297.1,633,210,23.1,6.60,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821362,PP_0128,CDS,133223,134077,+,,,hypothetical protein,,,NP_742298.1 ; NP_742298.1,855,284,31.7,6.98,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821364,PP_0129,CDS,134105,136042,+,,,GGDEF domain-containing protein,,,NP_742299.1 ; NP_742299.1,1938,645,71.4,5.01,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821366,PP_0130,CDS,136116,136904,+,amiD,,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase",,,NP_742300.1 ; NP_742300.1,789,262,29.4,9.33,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821368,PP_0131,CDS,137100,138707,+,,,membrane-anchored phosphodiesterase,,,NP_742301.1 ; NP_742301.1,1608,535,59.0,8.02,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821370,PP_0132,CDS,138722,140503,-,kinB,,alginate biosynthesis sensor protein KinB,,,NP_742302.1 ; NP_742302.1,1782,593,66.1,6.37,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821372,PP_0133,CDS,140500,141846,-,algB,,alginate biosynthesis transcriptional regulator AlgB,,,NP_742303.1 ; NP_742303.1,1347,448,49.6,5.51,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821374,PP_0134,CDS,142057,142878,+,,,hypothetical protein,,,NP_742304.1 ; NP_742304.1,822,273,29.6,5.25,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821376,PP_5428,CDS,143053,143343,+,,,hypothetical protein,,,YP_009236893.1 ; WP_049588414.1,291,96,10.5,10.91,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821378,PP_0135,CDS,143387,143548,+,,,hypothetical protein,,,NP_742305.1 ; NP_742305.1,162,53,5.5,12.01,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821380,PP_0136,CDS,143551,144021,+,,,hypothetical protein,,,NP_742306.1 ; NP_742306.1,471,156,17.5,4.59,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821382,PP_0137,CDS,144767,146095,+,gltP,,glutamate/aspartate-proton DAACS transporter,,,NP_742307.1 ; NP_742307.1,1329,442,47.5,8.74,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821384,PP_0138,CDS,146243,147472,+,,,membrane protein,,,NP_742308.1 ; NP_742308.1,1230,409,43.1,6.84,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821386,PP_0139,CDS,147454,148089,-,,,lipoprotein,,,NP_742309.1 ; NP_742309.1,636,211,23.2,9.16,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821388,PP_0140,CDS,148086,149024,-,,,hypothetical protein,,,NP_742310.1 ; NP_742310.1,939,312,33.1,5.43,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821390,PP_0141,CDS,149028,149819,-,,,ABC transporter ATP-binding protein,,,NP_742311.1 ; NP_742311.1,792,263,28.3,6.23,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821392,PP_0142,CDS,149816,150949,-,,,ABC transporter permease,,,NP_742312.1 ; NP_742312.1,1134,377,40.4,5.37,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821394,PP_0143,CDS,151081,152106,-,,,membrane protein,,,NP_742313.1 ; NP_742313.1,1026,341,38.0,9.98,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821396,PP_0144,CDS,152200,153606,-,,,insulinase family metalloprotease,,,NP_742314.1 ; NP_742314.1,1407,468,53.0,5.17,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821398,PP_0145,CDS,153637,155295,-,yjbB,,Na+/Pi-cotransporter,,,NP_742315.1 ; NP_742315.1,1659,552,59.8,9.45,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821400,PP_0146,CDS,155578,156375,-,ygdQ,,transport protein,,,NP_742316.1 ; NP_742316.1,798,265,29.4,6.80,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821402,PP_0147,CDS,156418,157725,-,citN,,citrate transporter,,,NP_742317.1 ; NP_742317.1,1308,435,46.5,8.20,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821404,PP_0148,CDS,157990,158394,+,,,hypothetical protein,,,NP_742318.1 ; NP_742318.1,405,134,14.9,6.49,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821406,PP_0149,CDS,158433,160388,-,,,hypothetical protein,,,NP_742319.1 ; NP_742319.1,1956,651,73.6,8.80,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821408,PP_0150,CDS,160385,160705,-,,,hypothetical protein,,,NP_742320.1 ; NP_742320.1,321,106,11.3,5.25,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821410,PP_0151,CDS,160742,161035,-,,,hypothetical protein,,,NP_742321.1 ; NP_742321.1,294,97,10.3,6.24,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821412,PP_0152,CDS,161125,161505,-,,,hypothetical protein,,,NP_742322.1 ; NP_742322.1,381,126,13.0,9.12,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821414,PP_0153,CDS,161751,161966,-,,,hypothetical protein,,,NP_742323.1 ; NP_742323.1,216,71,8.3,11.11,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821416,PP_0154,CDS,162340,163833,-,scpC,,propionyl-CoA:succinate CoA transferase,,,NP_742324.1 ; NP_742324.1,1494,497,54.0,5.72,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821418,PP_0155,CDS,164020,165456,-,pntB,,pyridine nucleotide transhydrogenase subunit beta,,,NP_742325.1 ; NP_742325.1,1437,478,50.2,6.72,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821420,PP_5747,CDS,165459,165773,-,pntAB,,pyridine nucleotide transhydrogenase subunit alpha,,,YP_009236894.1 ; WP_003252914.1,315,104,11.2,10.40,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821422,PP_0156,CDS,165785,166906,-,pntAA,,pyridine nucleotide transhydrogenase subunit alpha,,,YP_009236895.1 ; WP_020191551.1,1122,373,38.9,5.72,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821424,PP_0157,CDS,167326,168243,-,gcdR,,gcdH transcriptional regulator,,,NP_742326.1 ; NP_742326.1,918,305,34.1,8.84,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821426,PP_0158,CDS,168404,169585,+,gcdH,,glutaryl-CoA dehydrogenase,,,NP_742327.1 ; NP_742327.1,1182,393,43.2,5.88,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821428,PP_0159,CDS,169599,170819,+,,,family III CoA-transferase,,,NP_742328.1 ; NP_742328.1,1221,406,43.6,5.28,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821430,PP_16SA,rRNA,171389,172910,+,,,,,,,1522,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821432,PP_23SA,rRNA,173203,176104,+,,,,,,,2902,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821434,PP_5SA,rRNA,176237,176356,+,,,,,,,120,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821436,PP_16SB,rRNA,176819,178340,+,,,,,,,1522,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821438,PP_23SB,rRNA,178633,181534,+,,,,,,,2902,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821440,PP_r01,rRNA,181667,181786,+,,,,,,,120,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821442,PP_5SB,rRNA,181892,182011,+,,,,,,,120,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821444,PP_0160,CDS,182076,184562,-,,,ferrioxamine receptor,,,NP_742329.1 ; NP_742329.1,2487,828,91.5,4.93,Outer Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821446,PP_0161,CDS,184656,185612,-,,,putative transmembrane sensor,,,NP_742330.1 ; NP_742330.1,957,318,36.2,9.04,Unknown (This protein may have multiple localization sites) [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821448,PP_0162,CDS,185617,186138,-,,,ECF family RNA polymerase sigma-70 factor,,,NP_742331.1 ; NP_742331.1,522,173,19.9,7.67,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821450,PP_0163,CDS,186227,186916,-,,,transcriptional regulator,,,NP_742332.1 ; NP_742332.1,690,229,25.5,6.67,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821452,PP_0164,CDS,187189,187881,+,,,hypothetical protein,,,NP_742333.2 ; WP_049588111.1,693,230,26.0,9.56,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821454,PP_0165,CDS,187892,189838,+,,,GGDEF domain-containing protein,,,NP_742334.1 ; NP_742334.1,1947,648,71.3,5.92,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821456,PP_0166,CDS,189995,191371,-,,,HlyD family secretion protein,,,NP_742335.1 ; NP_742335.1,1377,458,51.1,6.97,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821458,PP_0167,CDS,191361,193517,-,paxB,,toxin secretion ATP-binding protein,,,NP_742336.1 ; NP_742336.1,2157,718,78.6,7.24,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821460,PP_5429,CDS,193581,193796,-,,,hypothetical protein,,,YP_009236896.1 ; WP_020189908.1,216,71,8.1,10.22,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821462,PP_5430,CDS,193882,194085,-,,,hypothetical protein,,,YP_009236897.1 ; YP_009236897.1,204,67,7389.2,4.63,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821464,PP_0168,CDS,194495,220543,+,,,putative surface adhesion protein,,,NP_742337.1 ; NP_742337.1,26049,8682,888.2,3.90,Extracellular [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821466,PP_5431,CDS,220671,221030,+,,,hypothetical protein,,,YP_009236898.1 ; YP_009236898.1,360,119,13265.9,4.18,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821468,PP_0169,CDS,221229,222128,+,,,TauD/TfdA family dioxygenase,,,NP_742338.1 ; NP_742338.1,900,299,33.7,6.20,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821470,PP_0170,CDS,222146,223165,+,,,ABC transporter substrate-binding protein,,,NP_742339.1 ; NP_742339.1,1020,339,37.0,8.45,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821472,PP_0171,CDS,223172,224035,+,,,ABC transporter ATP-binding protein,,,NP_742340.1 ; NP_742340.1,864,287,31.8,7.94,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821474,PP_0172,CDS,224050,224913,+,,,ABC transporter permease,,,NP_742341.1 ; NP_742341.1,864,287,31.5,9.59,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821476,PP_0173,CDS,225031,225660,-,,,transcriptional factor-like protein,,,NP_742342.1 ; NP_742342.1,630,209,23.5,10.10,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821478,PP_0174,CDS,225775,226593,+,,,hypothetical protein,,,NP_742343.1 ; NP_742343.1,819,272,30.6,6.95,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821480,PP_0175,CDS,226726,227178,+,,,transcriptional regulator,,,NP_742344.1 ; NP_742344.1,453,150,15.8,7.72,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821482,PP_0176,CDS,227175,229262,+,,,putative efflux transporter,,,NP_742345.1 ; NP_742345.1,2088,695,76.3,6.71,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821484,PP_0177,CDS,229259,229471,+,,,hypothetical protein,,,NP_742346.1 ; NP_742346.1,213,70,8.0,8.02,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821486,PP_0178,CDS,229468,230343,+,,,efflux pump,,,NP_742347.1 ; NP_742347.1,876,291,32.3,8.95,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821488,PP_0179,CDS,230340,231758,+,,,putative efflux transporter,,,NP_742348.1 ; NP_742348.1,1419,472,50.8,5.65,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821490,PP_0180,CDS,231902,233812,+,,,cytochrome c family protein,,,NP_742349.1 ; NP_742349.1,1911,636,68.0,4.88,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821492,PP_0181,CDS,233875,234120,-,,,hypothetical protein,,,NP_742350.1 ; NP_742350.1,246,81,8.7,4.66,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821494,PP_0182,CDS,234190,234492,-,,,hypothetical protein,,,NP_742351.1 ; NP_742351.1,303,100,11.2,3.82,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821496,PP_0183,CDS,234641,235303,+,,,glutathione S-transferase,,,NP_742352.1 ; NP_742352.1,663,220,24.4,5.57,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821498,PP_0184,CDS,235428,236834,-,argH,,argininosuccinate lyase,,,NP_742353.1 ; NP_742353.1,1407,468,52.1,5.37,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821500,PP_0185,CDS,237120,237863,+,algR,,alginate biosynthesis regulatory protein,,,NP_742354.1 ; NP_742354.1,744,247,27.4,6.09,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821502,PP_0186,CDS,237982,238923,+,hemC,,porphobilinogen deaminase,,,NP_742355.1 ; NP_742355.1,942,313,33.4,5.27,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821504,PP_0187,CDS,238920,239687,+,hemD,,uroporphyrinogen-III synthase,,,NP_742356.1 ; NP_742356.1,768,255,27.0,6.33,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821506,PP_0188,CDS,239706,240833,+,,,uroporphyrin-III C-methyltransferase,,,NP_742357.1 ; NP_742357.1,1128,375,40.6,4.76,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821508,PP_0189,CDS,240830,242068,+,,,heme biosynthesis protein,,,NP_742358.1 ; NP_742358.1,1239,412,46.0,9.31,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821510,PP_0190,CDS,242291,242797,+,,,disulfide bond formation protein B,,,NP_742359.1 ; NP_742359.1,507,168,18.2,9.14,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821512,PP_0191,CDS,243029,243499,+,algQ,,transcriptional regulator AlgQ,,,NP_742360.1 ; NP_742360.1,471,156,17.8,5.06,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821514,PP_0192,CDS,243508,244170,-,fkl,,FKBP-type peptidyl-prolyl cis-trans isomerase,,,NP_742361.1 ; NP_742361.1,663,220,23.9,4.75,Outer Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821516,PP_0194,CDS,244325,245314,+,algP,,transcriptional regulator AlgP,,,NP_742363.1 ; NP_742363.1,990,329,32.3,10.53,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821518,PP_0195,CDS,245293,245772,-,,,hypothetical protein,,,NP_742364.1 ; NP_742364.1,480,159,17.5,5.17,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821520,PP_0196,CDS,245823,247733,+,yheS,,ABC transporter ATP-binding protein,,,NP_742365.1 ; NP_742365.1,1911,636,70.6,5.59,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821522,PP_0197,CDS,247733,248320,+,,,hypothetical protein,,,NP_742366.1 ; NP_742366.1,588,195,21.4,9.03,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821524,PP_0198,CDS,248420,249052,+,,,putative transporter,,,NP_742367.1 ; NP_742367.1,633,210,22.8,10.33,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821526,PP_0199,CDS,249101,249847,-,qmcA,,membrane protease family protein,,,NP_742368.1 ; NP_742368.1,747,248,27.8,6.82,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821528,PP_0200,CDS,249856,251202,-,nfeD,,membrane bound peptidase NefD,,,NP_742369.1 ; NP_742369.1,1347,448,46.2,5.98,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821530,PP_0201,CDS,251268,251759,+,,,hypothetical protein,,,NP_742370.1 ; NP_742370.1,492,163,18.3,6.79,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821532,PP_5432,CDS,251821,252063,+,,,hypothetical protein,,,YP_009236899.1 ; WP_020190423.1,243,80,9.2,4.56,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821534,PP_5433,CDS,252133,252771,+,,,hypothetical protein,,,YP_009236900.1 ; WP_003255871.1,639,212,24.6,8.66,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821536,PP_0202,CDS,252778,253215,-,,,CBS domain-containing protein,,,NP_742371.1 ; NP_742371.1,438,145,16.0,6.84,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821538,PP_0203,CDS,253386,255116,-,,,dipeptidase,,,NP_742372.1 ; NP_742372.1,1731,576,62.7,5.70,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821540,PP_t74,tRNA,255279,255355,-,,,,,,,77,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821542,PP_0204,CDS,255569,256318,+,,,GntR family transcriptional regulator,,,NP_742373.1 ; NP_742373.1,750,249,27.8,6.11,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821544,PP_0205,CDS,256315,258039,+,,,oxidoreductase,,,NP_742374.1 ; NP_742374.1,1725,574,63.8,5.90,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821546,PP_0206,CDS,258102,258347,+,,,4Fe-4S ferredoxin,,,NP_742375.1 ; NP_742375.1,246,81,9.1,4.50,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821548,PP_0207,CDS,258467,259873,+,,,nitrate ABC transporter substrate-binding protein,,,NP_742376.1 ; NP_742376.1,1407,468,50.6,6.18,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821550,PP_0208,CDS,259889,260671,+,,,nitrate ABC transporter permease,,,NP_742377.1 ; NP_742377.1,783,260,28.0,9.74,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821552,PP_0209,CDS,260671,261522,+,tauB-I,,taurine ABC transporter ATP-binding protein,,,NP_742378.1 ; NP_742378.1,852,283,31.7,8.62,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821554,PP_0210,CDS,261519,262484,+,,,phycobiliprotein,,,NP_742379.1 ; NP_742379.1,966,321,33.7,4.65,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821556,PP_0211,CDS,262484,262765,+,,,hypothetical protein,,,NP_742380.1 ; NP_742380.1,282,93,10.4,8.61,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821039,PP_5434,pseudo,262781,262915,+,,,,,,,135,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD82402492,PP_0212,pseudo,262848,262961,+,,,,,,,114,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821558,PP_0213,CDS,263250,264692,+,gabD-I,,succinate-semialdehyde dehydrogenase,,,NP_742381.1 ; NP_742381.1,1443,480,51.5,5.42,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821560,PP_mr03,ncRNA,264770,264831,+,,,,,,,62,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821562,PP_0214,CDS,264875,266152,+,gabT,,5-aminovalerate aminotransferase DavT,,,NP_742382.1 ; NP_742382.1,1278,425,44.8,5.85,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821564,PP_0215,CDS,266291,267550,+,,,two-component system response regulator,,,NP_742383.1 ; NP_742383.1,1260,419,45.3,6.57,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821566,PP_0216,CDS,267641,268669,-,,,sensory box/GGDEF family protein,,,NP_742384.2 ; WP_049588052.1,1029,342,38.4,4.78,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821568,PP_0217,CDS,268769,269953,-,desA,,delta-9 fatty acid desaturase,,,NP_742385.1 ; NP_742385.1,1185,394,45.3,9.82,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821570,PP_0218,CDS,270100,271995,+,,,sensory box protein,,,NP_742386.1 ; NP_742386.1,1896,631,70.5,5.52,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821572,PP_0219,CDS,272024,272668,-,metP,,"L,D-methionine D-methionine ABC transporter permease",,,NP_742387.1 ; NP_742387.1,645,214,23.0,9.35,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821574,PP_0220,CDS,272658,273767,-,metNB,,methionine ABC transporter ATP-binding protein,,,NP_742388.1 ; NP_742388.1,1110,369,40.5,7.95,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821576,PP_0221,CDS,273769,274569,-,,,methionine ABC transporter substrate-binding protein,,,NP_742389.1 ; NP_742389.1,801,266,28.7,6.12,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821578,PP_0222,CDS,274562,275947,-,,,DszA family monooxygenase,,,NP_742390.1 ; NP_742390.1,1386,461,51.2,6.17,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821580,PP_0223,CDS,275947,277167,-,,,DszC family monooxygenase,,,NP_742391.1 ; NP_742391.1,1221,406,44.2,7.14,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821582,PP_0224,CDS,277264,278505,-,,,DszC family monooxygenase,,,NP_742392.1 ; NP_742392.1,1242,413,45.2,6.53,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821584,PP_0225,CDS,278819,279577,-,sctC,,sulfur compound ABC transporter ATP-binding protein,,,NP_742393.1 ; NP_742393.1,759,252,27.6,9.47,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821586,PP_0226,CDS,279580,280248,-,sctS,,sulfur compound ABC transporter permease,,,NP_742394.1 ; NP_742394.1,669,222,24.5,9.06,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821588,PP_0227,CDS,280245,281039,-,fliY,,cystine-binding protein,,,NP_742395.1 ; NP_742395.1,795,264,28.8,7.69,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821590,PP_0228,CDS,281348,282280,+,,,serine acetyltransferase,,,NP_742396.2 ; WP_003255846.1,933,310,33.5,6.80,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821592,PP_0229,CDS,282550,284553,+,betT-II,,choline/carnitine/betaine transporter,,,NP_742397.2 ; WP_020191043.1,2004,667,74.0,7.00,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821594,PP_0230,CDS,284616,285449,-,atsK,,alpha-ketoglutarate-dependent sulfonate dioxygenase,,,NP_742398.1 ; NP_742398.1,834,277,31.1,5.66,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821596,PP_0231,CDS,285498,286337,-,tauC,,taurine ABC transporter permease,,,NP_742399.1 ; NP_742399.1,840,279,29.9,10.07,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821598,PP_0232,CDS,286334,287122,-,tauB-II,,taurine ABC transporter ATP-binding protein,,,NP_742400.1 ; NP_742400.1,789,262,28.4,5.73,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821600,PP_0233,CDS,287136,288107,-,tauA,,taurine ABC transporter substrate-binding protein,,,NP_742401.1 ; NP_742401.1,972,323,34.3,6.84,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821602,PP_0234,CDS,288582,289916,+,oprE,,outer-membrane porin E,,,NP_742402.1 ; NP_742402.1,1335,444,48.3,5.42,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821604,PP_0235,CDS,290082,290720,+,,,peroxidase,,,NP_742403.1 ; NP_742403.1,639,212,23.9,5.68,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821606,PP_0236,CDS,290940,291533,+,ssuE,,NAD(P)H-dependent FMN reductase subunit,,,NP_742404.1 ; NP_742404.1,594,197,21.6,7.08,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821608,PP_0237,CDS,291619,292584,+,ssuA,,aliphatic sulfonatesABC transporter substrate-binding protein,,,NP_742405.1 ; NP_742405.1,966,321,34.6,8.57,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821610,PP_0238,CDS,292644,293792,+,ssuD,,alkanesulfonate monooxygenase,,,NP_742406.1 ; NP_742406.1,1149,382,41.5,5.53,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821612,PP_0239,CDS,293803,294600,+,ssuC,,aliphatic sulfonatesABC transporter permease,,,NP_742407.1 ; NP_742407.1,798,265,28.7,9.88,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821614,PP_0240,CDS,294597,295409,+,ssuB,,aliphatic sulfonates ABC transporter ATP-binding protein SsuB,,,NP_742408.1 ; NP_742408.1,813,270,29.4,7.97,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821616,PP_0241,CDS,295437,295652,+,,,transporter,,,NP_742409.1 ; NP_742409.1,216,71,7.7,6.19,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821618,PP_0242,CDS,295794,296426,-,,,TetR family transcriptional regulator,,,NP_742410.1 ; NP_742410.1,633,210,23.6,5.91,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821620,PP_0243,CDS,296426,298003,-,gshA,,glutamate--cysteine ligase,,,NP_742411.1 ; NP_742411.1,1578,525,59.1,4.76,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821622,PP_0244,CDS,298157,298540,-,,,hypothetical protein,,,NP_742412.1 ; NP_742412.1,384,127,13.6,6.04,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38821624,PP_0245,CDS,298540,301125,-,yhgF,,transcriptional accessory protein,,,NP_742413.1 ; NP_742413.1,2586,861,94.3,8.68,Cytoplasmic [Class 3]
